movie_title,content_rating
Out of the Furnace ,R
Michael Clayton ,R
My Fellow Americans ,PG-13
Arlington Road ,R
Underdogs ,PG
To Rome with Love ,R
Firefox ,PG
South Park: Bigger Longer & Uncut ,R
Death at a Funeral ,R
Teenage Mutant Ninja Turtles III ,PG
Hardball ,PG-13
Silver Linings Playbook ,R
Freedom Writers ,PG-13
For Colored Girls ,R
The Transporter ,PG-13
Never Back Down ,PG-13
The Rage: Carrie 2 ,R
The Bachelor             ,
Away We Go ,R
Swing Vote ,PG-13
Moonlight Mile ,PG-13
Tinker Tailor Soldier Spy ,R
Molly ,PG-13
The Beaver ,PG-13
The Best Little Whorehouse in Texas ,R
eXistenZ ,R
Raiders of the Lost Ark ,PG
Home Alone 2: Lost in New York ,PG
Close Encounters of the Third Kind ,PG
Pulse ,PG-13
Beverly Hills Cop II ,R
Bringing Down the House ,PG-13
The Silence of the Lambs ,R
Wayne's World ,PG-13
Jackass 3D ,R
Jaws 2 ,PG
Beverly Hills Chihuahua ,PG
The Conjuring ,R
Are We There Yet? ,PG
Tammy ,R
Disturbia ,PG-13
School of Rock ,PG-13
Mortal Kombat ,PG-13
Wicker Park ,PG-13
White Chicks ,PG-13
The Descendants ,R
Holes ,PG
The Last Song ,PG
12 Years a Slave ,R
Drumline ,PG-13
Why Did I Get Married Too? ,PG-13
Edward Scissorhands ,PG-13
Me Before You ,PG-13
Madea's Witness Protection ,PG-13
The French Connection ,R
Bad Moms ,R
Date Movie ,PG-13
Return to Never Land ,G
Selma ,PG-13
The Jungle Book 2 ,G
Boogeyman ,PG-13
Premonition ,PG-13
The Tigger Movie ,G
Orphan ,R
Max ,PG
Meet the Browns             ,
Epic Movie ,PG-13
Conan the Barbarian ,R
Spotlight ,R
Lakeview Terrace ,PG-13
The Grudge 2 ,PG-13
How Stella Got Her Groove Back ,R
Bill & Ted's Bogus Journey ,PG
Man of the Year ,PG-13
The Black Hole ,PG
The American ,R
Selena ,PG
Vampires Suck ,PG-13
Babel ,R
This Is Where I Leave You ,R
Doubt ,PG-13
Team America: World Police ,R
Texas Chainsaw 3D ,R
Copycat ,R
Scary Movie 5 ,PG-13
Paint Your Wagon ,PG-13
Milk ,R
Risen ,PG-13
Ghost Ship ,R
A Very Harold & Kumar 3D Christmas ,R
Wild Things ,R
The Stepfather ,PG-13
The Debt ,R
High Fidelity ,R
One Missed Call ,PG-13
Eye for an Eye ,R
The Bank Job ,R
Eternal Sunshine of the Spotless Mind ,R
You Again ,PG
Street Kings ,R
The World's End ,R
Nancy Drew ,PG
Daybreakers ,R
She's Out of My League ,R
Monte Carlo ,PG
Stay Alive ,PG-13
Quigley Down Under ,PG-13
Alpha and Omega ,PG
The Covenant ,PG-13
Stick It ,PG-13
Shorts ,PG
To Die For ,R
Nerve ,PG-13
Appaloosa ,R
Vampires ,R
Yu-Gi-Oh! Duel Monsters             ,
Psycho ,R
My Best Friend's Girl ,R
Endless Love ,PG-13
Georgia Rule ,R
Under the Rainbow ,PG
Ladyhawke ,PG-13
Simon Birch ,PG
Reign Over Me ,R
Into the Wild ,R
School for Scoundrels ,PG-13
Silent Hill: Revelation 3D ,R
From Dusk Till Dawn ,R
Pooh's Heffalump Movie ,G
Home for the Holidays ,PG-13
Kung Fu Hustle ,R
Fired Up             ,
The Country Bears ,G
The Kite Runner ,PG-13
21 Grams ,R
Paparazzi ,PG-13
Twilight ,PG-13
A Guy Thing ,PG-13
Loser ,PG-13
Capitalism: A Love Story ,R
The Greatest Story Ever Told ,G
Secret in Their Eyes ,PG-13
Disaster Movie ,PG-13
Armored ,PG-13
The Man Who Knew Too Little ,PG
What's Your Number? ,R
Lockout ,PG-13
Envy ,PG-13
Crank: High Voltage ,R
Bullets Over Broadway ,R
One Night with the King ,PG
The Quiet American ,R
The Weather Man ,R
Undisputed ,R
Ghost Town ,PG-13
12 Rounds ,PG-13
Let Me In ,R
3 Ninjas Kick Back ,PG
Be Kind Rewind ,PG-13
Mrs Henderson Presents ,R
Triple 9 ,R
Deconstructing Harry ,R
Three to Tango ,PG-13
Burnt ,R
We're No Angels ,PG-13
Everyone Says I Love You ,R
Death at a Funeral ,R
Death Sentence ,R
Everybody's Fine ,PG-13
Superbabies: Baby Geniuses 2 ,PG
The Man ,PG-13
Code Name: The Cleaner ,PG-13
Connie and Carla ,PG-13
Sweet Charity ,G
Inherent Vice ,R
Doogal ,G
Battle of the Year ,PG-13
Perception             ,TV-14
An American Carol ,PG-13
Machete Kills ,R
Willard ,PG-13
Strange Wilderness ,R
Topsy-Turvy ,R
Little Boy ,PG-13
A Dangerous Method ,R
A Scanner Darkly ,R
Chasing Mavericks ,PG
Alone in the Dark ,R
Bandslam ,PG
Birth ,R
A Most Violent Year ,R
Passchendaele ,R
Flash of Genius ,PG-13
I'm Not There. ,R
The Cold Light of Day ,PG-13
The Brothers Bloom ,PG-13
"Synecdoche, New York ",R
Princess Mononoke ,PG-13
Bon voyage ,PG-13
Can't Stop the Music ,PG
The Proposition ,R
Courage ,PG
Marci X ,R
Equilibrium ,R
The Children of Huang Shi ,R
The Yards ,R
The Oogieloves in the Big Balloon Adventure ,G
By the Sea ,R
Steamboy ,PG-13
The Game of Their Lives ,PG
All Good Things ,R
Rapa Nui ,R
CJ7 ,PG
Les couloirs du temps: Les visiteurs II ,
Dylan Dog: Dead of Night ,PG-13
People I Know ,R
The Doombolt Chase             ,
The Tempest ,PG-13
Regression ,R
The Touch ,
Three Kingdoms: Resurrection of the Dragon ,R
Shattered ,R
Zambezia ,G
Ramanujan ,
Dwegons and Leprechauns ,PG
Hands of Stone ,R
Survivor ,PG-13
The Frozen Ground ,R
The Painted Veil ,PG-13
The Baader Meinhof Complex ,R
Dances with Wolves ,PG-13
Bad Teacher ,R
Sea of Love ,R
A Cinderella Story ,PG
Scream ,R
Thir13en Ghosts ,R
The Shining ,R
Back to the Future ,PG
House on Haunted Hill ,R
I Can Do Bad All by Myself ,PG-13
Fight Valley ,
The Switch ,PG-13
Just Married ,PG-13
The Devil's Double ,R
"Gone, Baby, Gone             ",TV-14
Thomas and the Magic Railroad ,G
The Crazies ,R
Spirited Away ,PG
Firestorm ,
The Bounty ,PG
The Book Thief ,PG-13
Sex Drive ,R
Leap Year ,PG
The Fall of the Roman Empire ,Approved
Take Me Home Tonight ,R
Won't Back Down ,PG
The Nutcracker ,G
Kansas City ,R
Indignation ,R
The Amityville Horror ,R
Adaptation. ,R
Land of the Dead ,R
Out of Inferno ,PG-13
Fear and Loathing in Las Vegas ,R
The Invention of Lying ,PG-13
Neighbors ,R
The Mask ,PG-13
Big ,PG
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,R
Legally Blonde ,PG-13
Star Trek III: The Search for Spock ,PG
The Exorcism of Emily Rose ,PG-13
Deuce Bigalow: Male Gigolo ,R
Left Behind ,PG-13
The Family Stone ,PG-13
Barbershop 2: Back in Business ,PG-13
Bad Santa ,R
Austin Powers: International Man of Mystery ,PG-13
My Big Fat Greek Wedding 2 ,PG-13
Diary of a Wimpy Kid: Rodrick Rules ,PG
Predator ,R
Amadeus ,R
Prom Night ,PG-13
Mean Girls ,PG-13
Under the Tuscan Sun ,PG-13
Gosford Park ,R
The O.C.             ,TV-PG
Peggy Sue Got Married ,PG-13
Birdman or (The Unexpected Virtue of Ignorance) ,R
Blue Jasmine ,PG-13
United 93 ,R
Honey ,PG-13
Glory ,R
Spy Hard ,PG-13
The Fog ,R
Soul Surfer ,PG
Catch-22 ,R
Observe and Report ,R
Conan the Destroyer ,PG
Raging Bull ,R
Love Happens ,PG-13
Young Sherlock Holmes ,PG-13
Fame ,PG
127 Hours ,R
Small Time Crooks ,PG
Center Stage ,PG-13
Love the Coopers ,PG-13
Catch That Kid ,PG
Life as a House ,R
Steve Jobs ,R
"I Love You, Beth Cooper ",PG-13
Youth in Revolt ,R
The Legend of the Lone Ranger ,PG
The Tailor of Panama ,R
Blow Out ,R
Getaway ,PG-13
The Ice Storm ,R
And So It Goes ,PG-13
Troop Beverly Hills ,PG
Being Julia ,R
9½ Weeks ,R
Dragonslayer ,PG
The Last Station ,R
Ed Wood ,R
Labor Day ,PG-13
Mongol: The Rise of Genghis Khan ,R
RocknRolla ,R
Megaforce ,PG
Hamlet ,PG-13
Mao's Last Dancer ,PG
Midnight Special ,PG-13
Anything Else ,R
The Railway Man ,R
Unforgettable             ,
The White Ribbon ,R
Restoration ,
The Wraith ,R
The Salton Sea ,R
Metallica Through the Never ,R
The Informers ,R
Carlos             ,Not Rated
I Come with the Rain ,Not Rated
One Man's Hero ,R
Day of the Dead ,Unrated
I Am Wrath ,R
Renaissance ,R
Forsaken ,R
Red Sonja ,PG-13
Red Lights ,R
Superbad ,R
Madea Goes to Jail ,PG-13
Wolves ,R
Step Up 2: The Streets ,PG-13
Hoodwinked! ,PG
Hotel Rwanda ,PG-13
Hitman ,R
Black Nativity ,PG
The Prince ,R
City of Ghosts ,R
The Others ,PG-13
Aliens ,R
My Fair Lady ,Approved
I Know What You Did Last Summer ,R
Let's Be Cops ,R
Sideways ,R
Beerfest ,R
Halloween ,R
Hero ,PG-13
Good Boy! ,PG
The Best Man Holiday ,R
Smokin' Aces ,R
Saw 3D: The Final Chapter ,R
40 Days and 40 Nights ,R
TRON: Legacy ,PG
A Night at the Roxbury ,PG-13
Beastly ,PG-13
The Hills Have Eyes ,R
Dickie Roberts: Former Child Star ,PG-13
"McFarland, USA ",PG
Lottery Ticket ,PG-13
ATL ,PG-13
Pitch Perfect ,PG-13
Summer Catch ,PG-13
A Simple Plan ,R
They ,PG-13
Larry the Cable Guy: Health Inspector ,PG-13
The Adventures of Elmo in Grouchland ,G
Brooklyn's Finest ,R
55 Days at Peking ,Unrated
Evil Dead ,R
My Life in Ruins ,PG-13
American Dreamz ,PG-13
Superman IV: The Quest for Peace ,PG
How She Move ,PG-13
Running Scared ,R
Bobby Jones: Stroke of Genius ,PG
Shanghai Surprise ,PG-13
The Illusionist ,PG-13
Roar ,PG
Veronica Guerin ,R
Escobar: Paradise Lost ,R
Southland Tales ,R
Dragon Hunters ,PG
Damnation Alley ,PG
The Apparition ,PG-13
My Girl ,PG-13
Fur: An Imaginary Portrait of Diane Arbus ,R
The Illusionist ,PG-13
Wall Street ,R
Sense and Sensibility ,PG
Becoming Jane ,PG
Sydney White ,PG-13
House of Sand and Fog ,R
Dead Poets Society ,PG
Dumb & Dumber ,PG-13
When Harry Met Sally... ,R
The Verdict ,R
Road Trip ,R
Varsity Blues ,R
The Artist ,PG-13
The Unborn ,PG-13
Moonrise Kingdom ,PG-13
The Texas Chainsaw Massacre: The Beginning ,R
The Young Messiah ,PG-13
The Master of Disguise ,PG
Pan's Labyrinth ,R
The Messengers             ,
See Spot Run ,PG
Baby Boy ,R
The Roommate ,PG-13
Joe Dirt ,PG-13
Double Impact ,R
Hot Fuzz ,R
The Women ,PG-13
Vicky Cristina Barcelona ,PG-13
Arn: The Knight Templar ,
Bad Moms ,R
Boys and Girls ,PG-13
White Oleander ,PG-13
Jennifer's Body ,R
Drowning Mona ,PG-13
Radio Days ,PG
Left Behind ,PG-13
Remember Me ,PG-13
How to Deal ,PG-13
My Stepmother Is an Alien ,PG-13
Philadelphia ,PG-13
The Thirteenth Floor ,R
The Cookout ,PG-13
Meteor ,PG
Duets ,R
Hollywood Ending ,PG-13
Detroit Rock City ,R
Highlander ,R
Things We Lost in the Fire ,R
Steel ,PG-13
The Immigrant ,R
The White Countess ,PG-13
Trance ,R
Soul Plane ,R
Welcome to the Sticks ,
Good ,R
Enter the Void ,Not Rated
Vamps ,PG-13
Hachi: A Dog's Tale ,G
Zulu ,R
The Homesman ,R
Juwanna Mann ,PG-13
Lilyhammer             ,TV-MA
Ararat ,R
Madison ,PG
Slow Burn ,R
Wasabi ,R
Slither ,R
Beverly Hills Cop ,R
Home Alone ,PG
3 Men and a Baby ,PG
Tootsie ,PG
Top Gun ,PG
"Crouching Tiger, Hidden Dragon ",PG-13
American Beauty ,R
The King's Speech ,R
Twins ,PG
Scream: The TV Series             ,TV-14
The Yellow Handkerchief ,PG-13
The Color Purple ,PG-13
Tidal Wave ,R
Ben-Hur ,PG-13
The Imitation Game ,PG-13
Private Benjamin ,R
Coal Miner's Daughter ,PG
Diary of a Wimpy Kid ,PG
Mama ,PG-13
Halloween ,R
National Lampoon's Vacation ,R
Bad Grandpa ,R
The Queen ,PG-13
Beetlejuice ,PG
Why Did I Get Married? ,PG-13
Little Women ,PG
The Woman in Black ,PG-13
When a Stranger Calls ,PG-13
Big Fat Liar ,PG
The Deer Hunter ,R
Wag the Dog ,R
The Lizzie McGuire Movie ,PG
Snitch ,PG-13
Krampus ,PG-13
The Faculty ,R
What's Love Got to Do with It ,R
Cop Land ,R
Not Another Teen Movie ,R
End of Watch ,R
Aloha ,PG-13
The Skulls ,PG-13
The Theory of Everything ,PG-13
Malibu's Most Wanted ,PG-13
Where the Heart Is ,PG-13
Lawrence of Arabia ,PG
Halloween II ,R
Wild ,R
The Last House on the Left ,R
The Wedding Date ,PG-13
Halloween: Resurrection ,R
Clash of the Titans ,PG-13
The Princess Bride ,PG
The Great Debaters ,PG-13
Drive ,R
Confessions of a Teenage Drama Queen ,PG
The Object of My Affection ,R
28 Weeks Later ,R
When the Game Stands Tall ,PG
Because of Winn-Dixie ,PG
Love & Basketball ,PG-13
Grosse Pointe Blank ,R
All About Steve ,PG-13
Book of Shadows: Blair Witch 2 ,R
The Craft ,R
Match Point ,R
Ramona and Beezus ,G
The Remains of the Day ,PG
Boogie Nights ,R
Nowhere to Run ,R
Flicka ,PG
The Hills Have Eyes II ,R
Urban Legends: Final Cut ,R
Tuck Everlasting ,PG
The Marine ,PG-13
Keanu ,R
Country Strong ,PG-13
Disturbing Behavior ,R
The Place Beyond the Pines ,R
The November Man ,R
Eye of the Beholder ,R
The Hurt Locker ,R
Firestarter ,R
Killing Them Softly ,R
A Most Wanted Man ,R
Freddy Got Fingered ,R
The Pirates Who Don't Do Anything: A VeggieTales Movie ,G
U2 3D ,G
Highlander: Endgame ,R
Idlewild ,R
One Day ,PG-13
Whip It ,PG-13
Knockaround Guys ,R
Confidence ,R
The Muse ,PG-13
De-Lovely ,PG-13
New York Stories ,PG
Barney's Great Adventure ,G
The Man with the Iron Fists ,R
Home Fries ,PG-13
Here on Earth ,PG-13
Brazil ,R
Raise Your Voice ,PG
The Dead Zone             ,TV-14
The Big Lebowski ,R
Black Snake Moan ,R
Dark Blue ,R
A Mighty Heart ,R
Whatever It Takes ,PG-13
Boat Trip ,R
The Importance of Being Earnest ,PG
The Love Letter ,Unrated
Hoot ,PG
In Bruges ,R
Peeples ,PG-13
The Rocker ,PG-13
Post Grad ,PG-13
Promised Land ,R
Whatever Works ,PG-13
The In Crowd ,PG-13
Three Burials ,R
Jakob the Liar ,PG-13
Kiss Kiss Bang Bang ,R
Idle Hands ,R
Mulholland Drive ,R
Blood and Chocolate ,PG-13
You Will Meet a Tall Dark Stranger ,R
Never Let Me Go ,R
The Company             ,
Transsiberian ,R
The Clan of the Cave Bear ,R
Crazy in Alabama ,PG-13
Funny Games ,R
Listening ,
Felicia's Journey ,PG-13
Metropolis ,Not Rated
District B13 ,R
Things to Do in Denver When You're Dead ,R
The Assassin ,Not Rated
Buffalo Soldiers ,R
The Return ,Unrated
Ong-bak 2 ,R
Centurion ,R
Silent Trigger ,R
The Midnight Meat Train ,R
Winnie Mandela ,R
The Son of No One ,R
All the Queen's Men ,PG-13
The Good Night ,R
Bathory: Countess of Blood ,R
Khumba ,Not Rated
Automata ,R
Dungeons & Dragons: Wrath of the Dragon God ,Not Rated
Chiamatemi Francesco - Il Papa della gente ,
Shinjuku Incident ,R
Pandaemonium ,PG-13
Groundhog Day ,PG
Magic Mike XXL ,R
Romeo + Juliet ,PG-13
Sarah's Key ,PG-13
Freedom ,R
Unforgiven ,R
Manderlay ,Not Rated
Slumdog Millionaire ,R
Fatal Attraction ,R
Pretty Woman ,R
Towering Inferno             ,
Crocodile Dundee II ,PG
Broken Horses ,R
Born on the Fourth of July ,R
Cool Runnings ,PG
My Bloody Valentine ,R
The Possession ,PG-13
First Blood ,R
Stomp the Yard ,PG-13
The Spy Who Loved Me ,PG
Ghost Hunters             ,
Urban Legend ,R
Dangerous Liaisons ,R
Good Deeds ,PG-13
White Fang ,PG
Superstar ,PG-13
The Iron Lady ,PG-13
Jonah: A VeggieTales Movie ,G
Poetic Justice ,R
All About the Benjamins ,R
Vampire in Brooklyn ,R
Exorcist II: The Heretic ,R
An American Haunting ,PG-13
My Boss's Daughter ,PG-13
A Perfect Getaway ,R
Our Family Wedding ,PG-13
Dead Man on Campus ,R
Tea with Mussolini ,PG
Thinner ,R
"New York, New York ",PG
Crooklyn ,PG-13
I Think I Love My Wife ,R
Jason X ,R
Big Fat Liar ,PG
Bobby ,R
Head Over Heels ,PG-13
Fun Size ,PG-13
The Diving Bell and the Butterfly ,PG-13
Little Children ,R
Gossip ,R
A Walk on the Moon ,R
Catch a Fire ,PG-13
Soul Survivors ,PG-13
Jefferson in Paris ,PG-13
Easy Virtue ,PG-13
Caravans ,PG
Mr. Turner ,R
Wild Grass ,PG
Amen. ,Unrated
Reign of Assassins ,R
The Lucky Ones ,R
Margaret ,R
Stan Helsing ,R
Flipped ,PG
Brokeback Mountain ,R
Teenage Mutant Ninja Turtles ,PG-13
Clueless ,PG-13
Far from Heaven ,PG-13
Hot Tub Time Machine 2 ,R
Dekalog             ,TV-MA
Quills ,R
Seven Psychopaths ,R
The Caveman's Valentine ,R
The Border             ,
Downfall ,R
The Sea Inside ,PG-13
Under the Skin ,R
"Good Morning, Vietnam ",R
The Last Godfather ,PG-13
Justin Bieber: Never Say Never ,G
Black Swan ,R
RoboCop ,PG-13
The Godfather: Part II ,R
Save the Last Dance ,PG-13
A Nightmare on Elm Street 4: The Dream Master ,R
Miracles from Heaven ,PG
"Dude, Where's My Car? ",PG-13
Young Guns ,R
St. Vincent ,PG-13
About Last Night ,R
10 Things I Hate About You ,PG-13
The New Guy ,PG-13
Loaded Weapon 1 ,PG-13
The Shallows ,PG-13
The Butterfly Effect ,R
Snow Day ,PG
This Christmas ,PG-13
Baby Geniuses ,PG
The Big Hit ,R
Harriet the Spy ,PG
Child's Play 2 ,R
No Good Deed ,PG-13
The Mist ,R
Ex Machina ,R
Being John Malkovich ,R
Two Can Play That Game ,R
Earth to Echo ,PG
Crazy/Beautiful ,PG-13
Letters from Iwo Jima ,R
The Astronaut Farmer ,PG
Woo ,R
Room ,R
Dirty Work ,PG-13
Serial Mom ,R
Dick ,PG-13
Del 1 - Män som hatar kvinnor             ,
Light It Up ,R
54 ,R
Bubble Boy ,PG-13
Birthday Girl ,R
21 & Over ,R
"Paris, je t'aime ",R
Resurrecting the Champ ,PG-13
Admission ,PG-13
The Widow of Saint-Pierre ,R
Chloe ,R
Faithful ,R
Brothers ,R
Find Me Guilty ,R
The Perks of Being a Wallflower ,PG-13
Excessive Force ,R
Infamous ,R
The Claim ,R
The Vatican Tapes ,PG-13
Attack the Block ,R
In the Land of Blood and Honey ,R
The Call ,R
Operation Chromite ,
The Crocodile Hunter: Collision Course ,PG
I Love You Phillip Morris ,R
Quest for Fire ,R
Antwone Fisher ,PG-13
The Emperor's Club ,PG-13
True Romance ,R
Womb ,Unrated
Glengarry Glen Ross ,R
The Killer Inside Me ,R
Cat People ,R
Sorority Row ,R
The Prisoner of Zenda ,Approved
Lars and the Real Girl ,PG-13
The Boy in the Striped Pajamas ,PG-13
Dancer in the Dark ,R
Oscar and Lucinda ,R
The Funeral ,R
Solitary Man ,R
Machete ,R
Casino Jack ,R
The Land Before Time ,G
Tae Guk Gi: The Brotherhood of War ,R
The Perfect Game ,PG
The Exorcist ,R
Jaws ,PG
American Pie ,R
Ernest & Celestine ,PG
The Golden Child ,PG-13
Think Like a Man ,PG-13
Barbershop ,PG-13
Star Trek II: The Wrath of Khan ,PG
Ace Ventura: Pet Detective ,PG-13
WarGames ,PG
Witness ,R
Act of Valor ,R
Step Up ,PG-13
Beavis and Butt-Head Do America ,PG-13
Jackie Brown ,R
Harold & Kumar Escape from Guantanamo Bay ,R
Chronicle ,PG-13
Yentl ,PG
Time Bandits ,PG
Crossroads ,PG-13
Project X ,R
Patton ,GP
One Hour Photo ,R
Quarantine ,R
The Eye ,PG-13
Johnson Family Vacation ,PG-13
How High ,R
The Muppet Christmas Carol ,G
Casino Royale ,PG-13
Frida ,R
Katy Perry: Part of Me ,PG
The Fault in Our Stars ,PG-13
Rounders ,R
Top Five ,R
Prophecy ,PG
Stir of Echoes ,R
Spartacus: War of the Damned             ,TV-MA
Philomena ,PG-13
The Upside of Anger ,R
The Boys from Brazil ,R
Aquamarine ,PG
Paper Towns ,PG-13
My Baby's Daddy ,PG-13
Nebraska ,R
Tales from the Crypt: Demon Knight ,R
Max Keeble's Big Move ,PG
Young Adult ,R
Crank ,R
How to Be a Player ,R
Living Out Loud ,R
Just Wright ,PG
Rachel Getting Married ,R
The Postman Always Rings Twice ,R
Girl with a Pearl Earring ,PG-13
Das Boot ,R
The Alamo ,PG-13
Sorority Boys ,R
About Time ,R
House of Flying Daggers ,PG-13
Arbitrage ,R
Project Almanac ,PG-13
Cadillac Records ,R
Screwed ,PG-13
Fortress ,R
For Your Consideration ,PG-13
Celebrity ,R
Running with Scissors ,R
From Justin to Kelly ,PG
Girl 6 ,R
In the Cut ,R
Two Lovers ,R
Last Orders ,R
The Host ,R
The Pursuit of D.B. Cooper ,PG
Ravenous ,R
Charlie Bartlett ,R
The Great Beauty ,Not Rated
The Dangerous Lives of Altar Boys ,R
Stoker ,R
2046 ,R
Married Life ,PG-13
Duma ,PG
Ondine ,PG-13
Brother ,R
Welcome to Collinwood ,R
Critical Care ,R
The Life Before Her Eyes ,R
Darling Companion ,PG-13
Trade ,R
Fateless ,R
Breakfast of Champions ,R
"A Woman, a Gun and a Noodle Shop ",R
Cypher ,R
City of Life and Death ,R
Home ,PG
Legend of Kung Fu Rabbit ,PG
Space Battleship Yamato ,TV-14
5 Days of War ,R
Triangle ,R
10 Days in a Madhouse ,R
Heaven Is for Real ,PG
Snatch ,R
Dancin' It's On ,PG
Pet Sematary ,R
Madadayo ,
The Cry of the Owl ,R
A Tale of Three Cities ,
Gremlins ,PG
Star Wars: Episode IV - A New Hope ,PG
Dirty Grandpa ,R
Doctor Zhivago ,PG-13
Trash ,R
High School Musical 3: Senior Year ,G
The Fighter ,R
Jackass Number Two ,R
My Cousin Vinny ,R
If I Stay ,PG-13
Drive Hard ,Not Rated
Major League ,R
St. Trinian's ,PG-13
Phone Booth ,R
A Walk to Remember ,PG
Dead Man Walking ,R
Cruel Intentions ,R
Saw VI ,R
History of the World: Part I ,R
The Secret Life of Bees ,PG-13
Corky Romano ,PG-13
Raising Cain ,R
F.I.S.T. ,PG
Invaders from Mars ,PG
Brooklyn ,PG-13
Barry Lyndon ,PG
Out Cold ,PG-13
The Ladies Man ,R
Quartet ,PG-13
Tomcats ,R
Frailty ,R
Woman in Gold ,PG-13
Kinsey ,R
Army of Darkness ,R
Slackers ,R
What's Eating Gilbert Grape ,PG-13
The Visual Bible: The Gospel of John ,PG-13
Vera Drake ,R
The Guru ,R
The Perez Family ,R
Inside Llewyn Davis ,R
O ,R
Return to the Blue Lagoon ,PG-13
The Molly Maguires ,PG
Romance & Cigarettes ,R
Copying Beethoven ,PG-13
Poltergeist ,PG
Brighton Rock ,R
Saw V ,R
Machine Gun McCain ,GP
LOL ,PG-13
Jindabyne ,R
Kabhi Alvida Naa Kehna ,R
An Ideal Husband ,PG-13
The Last Days on Mars ,R
Darkness ,PG-13
2001: A Space Odyssey ,G
E.T. the Extra-Terrestrial ,PG
In the Land of Women ,PG-13
The Blue Butterfly ,PG
There Goes My Baby ,R
Lovesick             ,
Housefull ,
September Dawn ,R
For Greater Glory: The True Story of Cristiada ,R
La Famille Bélier ,
Good Will Hunting ,R
Misconduct ,R
Saw III ,R
Stripes ,R
Bring It On ,PG-13
The Purge: Election Year ,R
She's All That ,PG-13
Precious ,R
Saw IV ,R
White Noise ,PG-13
Madea's Family Reunion ,PG-13
The Color of Money ,R
The Longest Day ,G
The Mighty Ducks ,PG
The Grudge ,PG-13
Happy Gilmore ,PG-13
Jeepers Creepers ,R
Bill & Ted's Excellent Adventure ,PG
Oliver! ,G
The Best Exotic Marigold Hotel ,PG-13
Recess: School's Out ,G
Mad Max Beyond Thunderdome ,PG-13
Commando ,R
The Boy ,PG-13
Devil ,PG-13
Friday After Next ,R
Insidious: Chapter 3 ,PG-13
The Last Dragon ,PG-13
Snatch ,R
The Lawnmower Man ,R
Nick and Norah's Infinite Playlist ,PG-13
Dogma ,R
The Banger Sisters ,R
Twilight Zone: The Movie ,PG
Road House ,R
A Low Down Dirty Shame ,R
Swimfan ,PG-13
Employee of the Month ,PG-13
Can't Hardly Wait ,PG-13
The Outsiders ,PG-13
Pete's Dragon ,PG
The Dead Zone ,R
Sinister 2 ,R
Sparkle ,PG-13
Valentine ,R
The Fourth Kind ,PG-13
A Prairie Home Companion ,PG-13
Sugar Hill ,R
Invasion U.S.A. ,R
Roll Bounce ,PG-13
Rushmore ,R
Skyline ,PG-13
The Second Best Exotic Marigold Hotel ,PG
Kit Kittredge: An American Girl ,G
The Perfect Man ,PG
Mo' Better Blues ,R
Kung Pow: Enter the Fist ,PG-13
Tremors ,PG-13
Wrong Turn ,R
The Long Riders ,R
The Corruptor ,R
Mud ,PG-13
Reno 911!: Miami ,R
One Direction: This Is Us ,PG
"The Goods: Live Hard, Sell Hard ",R
Hey Arnold! The Movie ,PG
My Week with Marilyn ,R
The Matador ,R
Love Jones ,R
The Gift ,R
End of the Spear ,PG-13
Get Over It ,PG-13
Office Space ,R
Drop Dead Gorgeous ,PG-13
Big Eyes ,PG-13
Very Bad Things ,R
Sleepover ,PG
Body Double ,R
MacGruber ,R
Dirty Pretty Things ,R
Movie 43 ,R
The Tourist ,PG-13
Over Her Dead Body ,PG-13
Seeking a Friend for the End of the World ,R
Cedar Rapids ,R
Bones             ,TV-14
American History X ,R
The Collection ,R
Teacher's Pet ,PG
The Red Violin ,R
The Straight Story ,G
Deuces Wild ,R
Bad Words ,R
"Run, Fatboy, Run ",PG-13
Heartbeeps ,PG
Black or White ,PG-13
On the Line ,PG
Rescue Dawn ,PG-13
Danny Collins ,R
"Jeff, Who Lives at Home ",R
I Am Love ,R
Atlas Shrugged II: The Strike ,PG-13
Romeo Is Bleeding ,R
The Limey ,R
Crash ,R
The House of Mirth ,PG
Malone ,R
Peaceful Warrior ,PG-13
Bucky Larson: Born to Be a Star ,R
Bamboozled ,R
The Forest ,PG-13
Sphinx ,PG
While We're Young ,R
A Better Life ,PG-13
Spider ,R
Gun Shy ,R
Nicholas Nickleby ,PG
The Iceman ,R
Dekalog             ,TV-MA
Krrish ,Not Rated
Cecil B. DeMented ,R
Killer Joe ,R
The Joneses ,R
Owning Mahowny ,R
The Brothers Solomon ,R
My Blueberry Nights ,PG-13
Illuminata ,R
Swept Away ,R
"War, Inc. ",R
Shaolin Soccer ,PG
The Brown Bunny ,Not Rated
The Swindle ,
Rosewater ,R
The Chambermaid on the Titanic ,
Coriolanus ,R
Imaginary Heroes ,R
High Heels and Low Lifes ,R
World's Greatest Dad ,R
Severance ,R
Edmond ,R
Welcome to the Rileys ,R
Police Academy: Mission to Moscow ,PG
Blood Done Sign My Name ,PG-13
"Cinco de Mayo, La Batalla ",R
Elsa & Fred ,PG-13
An Alan Smithee Film: Burn Hollywood Burn ,R
The Open Road ,PG-13
The Good Guy ,R
Motherhood ,PG-13
Free Style ,PG
Strangerland ,R
The Janky Promoters ,R
Blonde Ambition ,PG-13
The Oxford Murders ,R
The Reef ,R
